"","Timestamp","Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
"1","8/27/2022 21:28:18",18,"Spotify",4,"No","No","No","Video game music","No","Yes",132,"Never","Never","Very frequently","Never","Never","Rarely","Rarely","Very frequently","Never","Sometimes","Sometimes","Rarely","Never","Rarely","Rarely","Very frequently",7,7,10,2,"No effect"
"2","8/27/2022 21:40:40",61,"YouTube Music",2.5,"Yes","No","Yes","Jazz","Yes","Yes",84,"Sometimes","Never","Never","Rarely","Sometimes","Never","Very frequently","Sometimes","Very frequently","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never",9,7,3,3,"Improve"
"3","8/27/2022 21:54:47",18,"Spotify",4,"Yes","No","No","R&B","Yes","No",107,"Never","Never","Rarely","Never","Rarely","Very frequently","Never","Very frequently","Sometimes","Sometimes","Never","Sometimes","Very frequently","Very frequently","Never","Rarely",7,2,5,9,"Improve"
"4","8/27/2022 21:56:50",18,"Spotify",5,"Yes","Yes","Yes","Jazz","Yes","Yes",86,"Rarely","Sometimes","Never","Never","Never","Sometimes","Very frequently","Very frequently","Rarely","Very frequently","Rarely","Very frequently","Very frequently","Very frequently","Very frequently","Never",8,8,7,7,"Improve"
"5","8/27/2022 22:00:29",18,"YouTube Music",3,"Yes","Yes","No","Video game music","Yes","Yes",66,"Sometimes","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Sometimes",4,8,6,0,"Improve"
"6","8/27/2022 22:18:59",21,"Spotify",1,"Yes","No","No","K pop","Yes","Yes",95,"Never","Never","Rarely","Never","Never","Very frequently","Rarely","Very frequently","Never","Sometimes","Never","Sometimes","Sometimes","Rarely","Never","Rarely",5,3,5,3,"Improve"
"7","8/27/2022 22:33:05",19,"Spotify",6,"Yes","No","No","Rock","No","No",94,"Never","Very frequently","Never","Sometimes","Never","Never","Never","Never","Never","Never","Very frequently","Never","Never","Never","Very frequently","Never",2,0,0,0,"Improve"
"8","8/27/2022 22:44:03",18,"Other",1,"Yes","No","No","R&B","Yes","Yes",155,"Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Rarely","Never","Rarely","Rarely","Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes",2,2,5,1,"Improve"
"9","8/27/2022 23:00:32",19,"YouTube Music",8,"Yes","No","No","EDM","Yes","No",125,"Rarely","Never","Very frequently","Never","Never","Sometimes","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Sometimes","Rarely","Rarely",1,0,0,1,"Improve"
"10","8/27/2022 23:12:03",19,"Spotify",2,"Yes","No","No","Country","Yes","No",88,"Never","Very frequently","Rarely","Sometimes","Never","Sometimes","Never","Never","Never","Rarely","Never","Rarely","Never","Very frequently","Never","Never",2,1,2,0,"Improve"
"11","8/27/2022 23:16:06",18,"Spotify",4,"Yes","Yes","No","Jazz","Yes","Yes",148,"Very frequently","Rarely","Never","Never","Never","Never","Very frequently","Never","Sometimes","Rarely","Sometimes","Sometimes","Never","Never","Sometimes","Rarely",6,4,7,0,"Improve"
"12","8/27/2022 23:39:41",16,"Spotify",8,"Yes","No","No","Hip hop","Yes","Yes",103,"Never","Never","Never","Never","Never","Very frequently","Never","Never","Never","Never","Never","Never","Sometimes","Very frequently","Never","Rarely",8,8,4,3,"Improve"
"13","8/27/2022 23:39:49",16,"Spotify",12,"Yes","No","Yes","Hip hop","Yes","Yes",120,"Rarely","Never","Sometimes","Rarely","Never","Very frequently","Rarely","Never","Never","Never","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Never",5,7,10,0,"Improve"
"15","8/27/2022 23:41:36",15,"Spotify",3,"No","No","No","Hip hop","No","No",120,"Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Never","Rarely","Rarely","Sometimes","Very frequently","Rarely","Never",7,3,0,2,"Improve"
"16","8/27/2022 23:43:06",15,"Apple Music",8,"Yes","No","No","Hip hop","Yes","Yes",120,"Rarely","Never","Sometimes","Rarely","Never","Very frequently","Sometimes","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Rarely","Very frequently","Sometimes","Sometimes",6,9,3,0,"Improve"
"17","8/28/2022 0:28:02",17,"Spotify",4,"Yes","No","No","Rap","Yes","No",125,"Never","Rarely","Rarely","Never","Never","Sometimes","Never","Never","Never","Rarely","Rarely","Sometimes","Never","Very frequently","Sometimes","Never",10,10,2,4,"Improve"
"18","8/28/2022 1:39:02",19,"Other",5,"Yes","No","No","R&B","Yes","Yes",118,"Rarely","Rarely","Sometimes","Very frequently","Rarely","Very frequently","Sometimes","Never","Never","Rarely","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Rarely",6,7,5,4,"Improve"
"19","8/28/2022 3:19:08",18,"Spotify",2,"Yes","No","No","Pop","No","Yes",79,"Rarely","Rarely","Sometimes","Never","Never","Rarely","Never","Rarely","Sometimes","Never","Never","Very frequently","Never","Never","Never","Rarely",3,3,8,6,"No effect"
"20","8/28/2022 4:13:11",16,"Other",3,"Yes","Yes","Yes","Rock","Yes","Yes",84,"Rarely","Rarely","Never","Rarely","Sometimes","Sometimes","Sometimes","Never","Rarely","Never","Sometimes","Never","Sometimes","Rarely","Very frequently","Sometimes",10,6,8,10,"Improve"
"21","8/28/2022 4:38:14",18,"Spotify",2,"No","No","No","Pop","Yes","Yes",169,"Sometimes","Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Very frequently","Never","Sometimes","Never","Very frequently","Sometimes","Sometimes","Sometimes","Never",7,4,2,5,"Improve"
"22","8/28/2022 4:40:36",14,"Spotify",12,"Yes","Yes","Yes","Rock","Yes","Yes",136,"Sometimes","Sometimes","Rarely","Rarely","Rarely","Very frequently","Sometimes","Never","Never","Very frequently","Never","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",8,6,10,5,"Improve"
"23","8/28/2022 5:05:51",18,"YouTube Music",6,"Yes","Yes","Yes","Pop","No","Yes",101,"Sometimes","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Never","Never","Never","Never","Very frequently","Sometimes","Sometimes","Never","Never",3,2,1,2,"Improve"
"24","8/28/2022 5:16:30",17,"Spotify",2,"Yes","Yes","No","Pop","Yes","Yes",126,"Never","Very frequently","Rarely","Rarely","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Rarely","Never","Sometimes","Sometimes",6,6,4,5,"Improve"
"25","8/28/2022 8:36:27",17,"Apple Music",1,"Yes","No","No","Pop","Yes","No",183,"Rarely","Never","Never","Rarely","Never","Never","Sometimes","Never","Never","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never",8,2,1,5,"Improve"
"26","8/28/2022 10:38:05",19,"Spotify",2,"Yes","No","No","Classical","No","No",120,"Very frequently","Never","Never","Never","Never","Rarely","Rarely","Never","Never","Sometimes","Never","Very frequently","Never","Never","Never","Very frequently",4,4,4,3,"No effect"
"27","8/28/2022 10:59:53",17,"Spotify",4,"No","No","No","Rock","Yes","Yes",142,"Rarely","Rarely","Rarely","Very frequently","Never","Sometimes","Rarely","Rarely","Never","Rarely","Rarely","Very frequently","Rarely","Sometimes","Very frequently","Rarely",5,6,6,1,"Improve"
"28","8/28/2022 11:08:51",16,"Spotify",1,"Yes","No","No","Classical","No","No",75,"Very frequently","Never","Never","Rarely","Never","Never","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Rarely",0,0,0,0,"No effect"
"29","8/28/2022 11:13:25",18,"Spotify",5,"Yes","Yes","No","Pop","Yes","No",120,"Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Sometimes","Rarely","Never",3,2,1,1,"Improve"
"30","8/28/2022 11:25:49",21,"Spotify",4,"Yes","No","No","Pop","No","Yes",89,"Never","Never","Rarely","Never","Never","Sometimes","Never","Rarely","Rarely","Never","Never","Very frequently","Never","Rarely","Never","Never",6,8,0,2,"Improve"
"31","8/28/2022 11:36:35",26,"Other",0.5,"No","No","No","Rock","No","Yes",140,"Rarely","Never","Rarely","Sometimes","Never","Never","Rarely","Never","Never","Never","Never","Rarely","Never","Never","Very frequently","Never",9,8,1,0,"No effect"
"32","8/28/2022 11:39:21",20,"Spotify",4,"Yes","No","No","EDM","Yes","No",161,"Rarely","Rarely","Very frequently","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Never","Sometimes","Rarely","Very frequently","Very frequently","Sometimes","Very frequently","Rarely",7,2,8,6,"Improve"
"33","8/28/2022 11:50:31",23,"YouTube Music",2,"Yes","Yes","Yes","Video game music","Yes","No",80,"Sometimes","Rarely","Never","Rarely","Sometimes","Never","Sometimes","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Very frequently",4,2,3,4,"Improve"
"34","8/28/2022 11:54:45",18,"Spotify",5,"Yes","Yes","No","Rock","Yes","No",130,"Very frequently","Never","Never","Sometimes","Never","Sometimes","Sometimes","Rarely","Never","Sometimes","Very frequently","Sometimes","Rarely","Sometimes","Very frequently","Sometimes",7,6,5,0,"Improve"
"35","8/28/2022 11:55:54",37,"YouTube Music",0.25,"No","No","No","Video game music","Yes","No",147,"Very frequently","Rarely","Never","Rarely","Never","Rarely","Sometimes","Never","Rarely","Never","Never","Very frequently","Sometimes","Never","Sometimes","Sometimes",3,2,10,0,"No effect"
"36","8/28/2022 11:58:48",17,"Spotify",3,"Yes","No","No","Classical","Yes","Yes",120,"Very frequently","Never","Very frequently","Never","Never","Very frequently","Sometimes","Sometimes","Rarely","Sometimes","Never","Sometimes","Very frequently","Very frequently","Rarely","Sometimes",6,6,8,2,"Improve"
"37","8/28/2022 12:08:29",18,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",77,"Rarely","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Never","Very frequently","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently",1,0,8,2,"No effect"
"38","8/28/2022 12:12:35",17,"Other",1,"Yes","Yes","Yes","Folk","No","No",118,"Never","Sometimes","Rarely","Very frequently","Never","Rarely","Never","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes",7,3,1,5,"Improve"
"39","8/28/2022 12:15:02",36,"Spotify",1,"No","Yes","Yes","Classical","No","No",132,"Very frequently","Sometimes","Never","Rarely","Never","Never","Never","Never","Never","Never","Sometimes","Rarely","Never","Never","Sometimes","Never",8,9,3,0,"No effect"
"40","8/28/2022 12:23:52",24,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",115,"Rarely","Never","Rarely","Sometimes","Never","Never","Never","Rarely","Never","Very frequently","Rarely","Sometimes","Never","Never","Very frequently","Sometimes",9,6,4,3,"Improve"
"41","8/28/2022 12:30:08",18,"Spotify",5,"Yes","No","Yes","Metal","Yes","Yes",157,"Never","Never","Rarely","Rarely","Never","Very frequently","Rarely","Never","Rarely","Rarely","Very frequently","Sometimes","Rarely","Very frequently","Very frequently","Never",7,9,5,0,"Improve"
"42","8/28/2022 12:32:09",19,"Spotify",3,"Yes","No","No","Pop","No","Yes",90,"Sometimes","Rarely","Sometimes","Never","Never","Very frequently","Sometimes","Rarely","Never","Sometimes","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Sometimes",7,4,2,4,"No effect"
"43","8/28/2022 12:37:17",17,"Apple Music",2,"Yes","Yes","No","EDM","Yes","No",128,"Never","Rarely","Very frequently","Never","Never","Rarely","Never","Never","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Rarely",0,0,0,0,"Improve"
"44","8/28/2022 12:39:49",16,"Spotify",6,"Yes","No","No","K pop","Yes","Yes",169,"Rarely","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Very frequently","Very frequently","Very frequently","Never","Sometimes","Very frequently","Very frequently","Rarely","Never",7,8,7,5,"Improve"
"45","8/28/2022 12:52:19",23,"Apple Music",1,"No","No","No","Rap","No","Yes",140,"Sometimes","Rarely","Sometimes","Rarely","Never","Very frequently","Very frequently","Never","Never","Never","Sometimes","Rarely","Rarely","Very frequently","Very frequently","Rarely",10,6,3,10,"No effect"
"46","8/28/2022 12:53:01",23,"Spotify",12,"Yes","No","No","Pop","Yes","Yes",96,"Very frequently","Rarely","Never","Very frequently","Never","Rarely","Sometimes","Rarely","Rarely","Rarely","Never","Very frequently","Sometimes","Rarely","Rarely","Never",3,7,5,5,"No effect"
"47","8/28/2022 12:54:35",22,"Spotify",4,"Yes","No","Yes","Rock","Yes","Yes",126,"Rarely","Never","Rarely","Sometimes","Never","Rarely","Rarely","Never","Never","Rarely","Sometimes","Very frequently","Sometimes","Rarely","Very frequently","Rarely",8,7,4,3,"Improve"
"48","8/28/2022 13:05:46",18,"Spotify",6,"Yes","No","No","Rock","Yes","No",91,"Rarely","Never","Never","Rarely","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Sometimes","Very frequently","Never",8,6,2,10,"No effect"
"49","8/28/2022 13:09:53",23,"Spotify",7,"Yes","No","No","Folk","Yes","Yes",55,"Rarely","Very frequently","Never","Very frequently","Very frequently","Sometimes","Rarely","Never","Rarely","Never","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes",6,4,2,3,"Improve"
"50","8/28/2022 13:18:19",23,"Other",1,"Yes","Yes","No","Video game music","No","No",85,"Sometimes","Sometimes","Sometimes","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Very frequently","Never","Sometimes","Very frequently","Rarely","Sometimes","Very frequently",7,0,0,2,"Improve"
"51","8/28/2022 13:22:36",19,"YouTube Music",1,"No","Yes","No","K pop","Yes","Yes",160,"Never","Never","Never","Never","Never","Never","Sometimes","Very frequently","Never","Never","Never","Never","Never","Never","Never","Rarely",10,1,0,0,"Improve"
"52","8/28/2022 13:22:53",22,"Pandora",1,"No","Yes","No","Rock","Yes","No",108,"Rarely","Never","Sometimes","Rarely","Never","Never","Very frequently","Never","Never","Never","Never","Sometimes","Rarely","Never","Very frequently","Rarely",8,7,0,5,"Improve"
"53","8/28/2022 13:34:00",15,"Other",2,"Yes","Yes","No","Rock","No","No",156,"Never","Never","Rarely","Rarely","Never","Never","Never","Never","Never","Rarely","Sometimes","Sometimes","Never","Never","Very frequently","Sometimes",3,2,6,7,"Improve"
"54","8/28/2022 13:34:27",25,"Spotify",2,"No","No","No","Metal","No","Yes",170,"Rarely","Rarely","Rarely","Sometimes","Never","Rarely","Never","Rarely","Never","Rarely","Very frequently","Sometimes","Never","Rarely","Very frequently","Very frequently",5,5,3,1,"No effect"
"55","8/28/2022 13:42:20",32,"Spotify",5,"Yes","No","No","Rock","No","Yes",91,"Sometimes","Never","Rarely","Sometimes","Never","Sometimes","Rarely","Rarely","Never","Never","Very frequently","Very frequently","Very frequently","Rarely","Very frequently","Never",10,10,3,1,"Worsen"
"56","8/28/2022 13:43:06",36,"Spotify",6,"Yes","No","No","Metal","Yes","Yes",174,"Very frequently","Never","Rarely","Very frequently","Never","Never","Never","Sometimes","Never","Rarely","Very frequently","Rarely","Never","Never","Sometimes","Very frequently",5,4,10,2,"Improve"
"57","8/28/2022 13:46:03",24,"Spotify",3,"No","No","No","Rock","Yes","Yes",130,"Sometimes","Sometimes","Never","Rarely","Never","Never","Rarely","Never","Rarely","Never","Very frequently","Very frequently","Never","Never","Very frequently","Never",0,0,8,0,"No effect"
"58","8/28/2022 13:48:11",29,"Spotify",4,"No","No","No","Hip hop","Yes","No",140,"Rarely","Sometimes","Rarely","Never","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never",8,8,5,10,"Improve"
"59","8/28/2022 13:55:45",41,"Apple Music",3,"Yes","Yes","Yes","Metal","Yes","Yes",130,"Sometimes","Never","Sometimes","Never","Never","Rarely","Rarely","Never","Never","Sometimes","Sometimes","Sometimes","Never","Rarely","Rarely","Never",10,7,8,0,"Improve"
"60","8/28/2022 13:57:47",36,"Other",2,"Yes","Yes","Yes","Rock","Yes","No",127,"Sometimes","Rarely","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never","Never","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Sometimes",7,3,1,1,"Improve"
"61","8/28/2022 13:59:16",19,"YouTube Music",3,"Yes","No","No","Rock","Yes","No",160,"Rarely","Sometimes","Sometimes","Rarely","Never","Sometimes","Rarely","Never","Sometimes","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Rarely",8,7,4,0,"Improve"
"62","8/28/2022 14:02:12",26,"Spotify",2,"Yes","Yes","Yes","Hip hop","Yes","Yes",165,"Rarely","Rarely","Very frequently","Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Very frequently","Rarely",6,3,1,1,"Improve"
"63","8/28/2022 14:04:09",22,"Apple Music",0.5,"No","No","No","Hip hop","No","No",113,"Sometimes","Never","Never","Never","Never","Very frequently","Rarely","Never","Rarely","Never","Never","Sometimes","Sometimes","Very frequently","Never","Never",7,7,0,1,"No effect"
"64","8/28/2022 14:04:20",16,"Spotify",5,"Yes","Yes","Yes","Jazz","Yes","Yes",167,"Sometimes","Rarely","Never","Never","Rarely","Rarely","Very frequently","Very frequently","Rarely","Never","Never","Very frequently","Rarely","Very frequently","Sometimes","Never",7,7,8,4,"Improve"
"65","8/28/2022 14:07:29",17,"Spotify",5,"Yes","No","No","Metal","Yes","Yes",95,"Never","Sometimes","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Very frequently","Sometimes",4,1,0,0,"Improve"
"66","8/28/2022 14:08:57",19,"Spotify",10,"Yes","No","No","R&B","Yes","Yes",110,"Never","Rarely","Very frequently","Never","Never","Sometimes","Never","Very frequently","Never","Never","Never","Rarely","Very frequently","Rarely","Never","Never",7,2,1,5,"Improve"
"67","8/28/2022 14:10:04",18,"YouTube Music",2,"No","No","No","EDM","No","Yes",150,"Sometimes","Rarely","Very frequently","Never","Rarely","Rarely","Rarely","Never","Never","Sometimes","Never","Very frequently","Rarely","Sometimes","Rarely","Very frequently",9,0,5,10,"Improve"
"68","8/28/2022 14:10:17",18,"YouTube Music",4,"Yes","No","No","Hip hop","Yes","Yes",93,"Never","Never","Rarely","Never","Never","Very frequently","Sometimes","Sometimes","Rarely","Sometimes","Never","Very frequently","Very frequently","Very frequently","Sometimes","Rarely",2,7,1,1,"Improve"
"69","8/28/2022 14:12:55",19,"Spotify",5,"No","Yes","Yes","Rock","Yes","Yes",90,"Rarely","Never","Never","Rarely","Never","Sometimes","Very frequently","Never","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Rarely","Very frequently","Rarely",10,8,7,0,"Improve"
"70","8/28/2022 14:14:48",19,"Spotify",3,"Yes","No","No","Jazz","Yes","No",118,"Rarely","Never","Rarely","Never","Never","Very frequently","Very frequently","Rarely","Sometimes","Very frequently","Never","Sometimes","Sometimes","Sometimes","Rarely","Very frequently",3,0,0,0,"Improve"
"71","8/28/2022 14:18:22",22,"Spotify",2,"Yes","No","No","K pop","Yes","Yes",126,"Never","Never","Very frequently","Never","Never","Sometimes","Never","Very frequently","Never","Never","Never","Sometimes","Never","Sometimes","Very frequently","Rarely",7,8,5,1,"No effect"
"72","8/28/2022 14:24:10",16,"Spotify",2.5,"Yes","Yes","Yes","Rock","Yes","Yes",103,"Rarely","Sometimes","Never","Very frequently","Never","Rarely","Sometimes","Never","Sometimes","Sometimes","Rarely","Very frequently","Rarely","Never","Very frequently","Rarely",2,1,0,0,"Improve"
"73","8/28/2022 14:25:08",19,"Spotify",3,"Yes","No","No","R&B","Yes","Yes",77,"Rarely","Never","Sometimes","Never","Never","Very frequently","Rarely","Very frequently","Rarely","Rarely","Rarely","Very frequently","Very frequently","Very frequently","Rarely","Very frequently",5,4,0,1,"Improve"
"74","8/28/2022 14:26:12",37,"Spotify",1,"Yes","No","No","Rock","No","No",115,"Rarely","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Sometimes","Rarely","Rarely","Very frequently","Never",9,10,6,10,"No effect"
"75","8/28/2022 14:29:29",14,"Spotify",7,"Yes","Yes","No","Jazz","No","No",110,"Rarely","Never","Very frequently","Never","Never","Never","Very frequently","Never","Sometimes","Never","Never","Sometimes","Never","Never","Very frequently","Very frequently",2,0,0,0,"Improve"
"76","8/28/2022 14:38:19",26,"Spotify",1,"No","No","No","R&B","No","No",113,"Rarely","Sometimes","Never","Sometimes","Never","Very frequently","Very frequently","Never","Never","Never","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Never",3,2,0,0,"No effect"
"77","8/28/2022 14:41:04",32,"Spotify",3,"Yes","No","No","Hip hop","No","No",157,"Never","Never","Rarely","Never","Never","Very frequently","Never","Never","Sometimes","Rarely","Never","Sometimes","Very frequently","Very frequently","Rarely","Never",2,0,7,0,"No effect"
"78","8/28/2022 14:45:44",30,"Spotify",5,"Yes","Yes","No","Metal","Yes","No",160,"Sometimes","Rarely","Never","Sometimes","Never","Rarely","Never","Never","Never","Never","Very frequently","Sometimes","Never","Never","Very frequently","Never",7,6,6,2,"No effect"
"79","8/28/2022 14:47:08",43,"Other",6,"Yes","Yes","Yes","Video game music","Yes","Yes",109,"Sometimes","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Sometimes","Very frequently",5,4,8,3,"No effect"
"80","8/28/2022 14:49:18",24,"Spotify",4,"Yes","No","No","Classical","Yes","Yes",175,"Very frequently","Rarely","Rarely","Never","Never","Rarely","Rarely","Never","Never","Never","Sometimes","Very frequently","Rarely","Never","Very frequently","Rarely",4,6,5,3,"Improve"
"81","8/28/2022 14:51:02",36,"YouTube Music",1,"Yes","No","No","Rock","Yes","No",110,"Sometimes","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Rarely","Sometimes","Rarely","Rarely","Very frequently","Never",6,2,3,1,"Improve"
"82","8/28/2022 14:58:17",19,"YouTube Music",4,"Yes","No","No","Video game music","Yes","No",162,"Rarely","Never","Rarely","Never","Never","Rarely","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never","Never","Rarely","Very frequently",8,2,1,6,"Improve"
"83","8/28/2022 14:59:05",22,"Spotify",10,"Yes","No","No","Metal","Yes","Yes",189,"Rarely","Very frequently","Never","Very frequently","Never","Never","Rarely","Never","Never","Never","Very frequently","Rarely","Never","Rarely","Sometimes","Sometimes",9,6,0,6,"Improve"
"84","8/28/2022 15:02:14",20,"Spotify",3,"No","No","Yes","EDM","Yes","Yes",121,"Rarely","Sometimes","Very frequently","Never","Never","Sometimes","Never","Rarely","Never","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Rarely",0,3,7,0,"Improve"
"85","8/28/2022 15:03:51",31,"Spotify",2,"No","No","No","Rock","Yes","No",200,"Rarely","Rarely","Never","Rarely","Never","Rarely","Rarely","Never","Never","Rarely","Sometimes","Sometimes","Never","Rarely","Very frequently","Never",8,9,6,2,"Improve"
"86","8/28/2022 15:03:56",19,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",105,"Sometimes","Never","Never","Never","Never","Sometimes","Sometimes","Rarely","Never","Never","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Rarely",4,1,1,1,"Improve"
"87","8/28/2022 15:07:16",15,"Spotify",8,"Yes","No","No","Rock","No","No",193,"Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Rarely",8,7,5,0,"Improve"
"88","8/28/2022 15:09:31",18,"Spotify",2,"No","Yes","Yes","Metal","Yes","Yes",149,"Never","Never","Rarely","Never","Never","Sometimes","Never","Never","Never","Never","Very frequently","Sometimes","Never","Rarely","Very frequently","Rarely",3,4,6,1,"Improve"
"89","8/28/2022 15:22:00",25,"Other",0.5,"No","Yes","No","Classical","No","No",140,"Very frequently","Never","Never","Never","Rarely","Never","Sometimes","Never","Sometimes","Never","Rarely","Rarely","Rarely","Never","Very frequently","Sometimes",1,1,3,1,"Improve"
"90","8/28/2022 15:32:38",17,"Apple Music",5,"Yes","No","No","Metal","Yes","No",134,"Never","Rarely","Never","Never","Never","Sometimes","Never","Never","Never","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Rarely",10,8,6,7,"No effect"
"91","8/28/2022 15:41:56",28,"YouTube Music",1,"No","No","No","Rock","Yes","No",120,"Rarely","Never","Very frequently","Sometimes","Never","Never","Never","Never","Never","Rarely","Rarely","Rarely","Never","Never","Sometimes","Rarely",6,6,2,0,"No effect"
"92","8/28/2022 16:04:58",20,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",170,"Never","Never","Rarely","Never","Never","Rarely","Never","Sometimes","Never","Rarely","Rarely","Sometimes","Sometimes","Rarely","Very frequently","Sometimes",6,7,0,0,"Improve"
"93","8/28/2022 16:07:28",21,"YouTube Music",2,"Yes","Yes","No","Metal","Yes","Yes",107,"Sometimes","Rarely","Never","Very frequently","Never","Never","Rarely","Never","Never","Rarely","Very frequently","Rarely","Never","Rarely","Sometimes","Very frequently",8,4,10,0,"No effect"
"94","8/28/2022 16:07:51",41,"Spotify",3,"Yes","No","No","Pop","No","Yes",113,"Sometimes","Never","Rarely","Rarely","Rarely","Very frequently","Sometimes","Rarely","Rarely","Never","Rarely","Very frequently","Very frequently","Sometimes","Very frequently","Never",9,7,6,2,"No effect"
"95","8/28/2022 16:08:12",20,"Spotify",2,"Yes","Yes","No","Pop","Yes","No",126,"Never","Never","Sometimes","Never","Never","Rarely","Never","Never","Never","Never","Never","Very frequently","Never","Rarely","Very frequently","Sometimes",7,4,6,5,"Improve"
"96","8/28/2022 16:13:28",34,"Other",4,"Yes","No","No","Metal","Yes","Yes",161,"Rarely","Never","Sometimes","Never","Never","Sometimes","Rarely","Never","Never","Never","Very frequently","Rarely","Never","Sometimes","Sometimes","Rarely",6,7,0,0,"No effect"
"97","8/28/2022 16:15:08",23,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",100,"Rarely","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Very frequently","Rarely","Never","Never","Sometimes","Rarely",6,3,0,1,"Improve"
"98","8/28/2022 16:15:39",16,"Spotify",3,"No","No","No","Pop","No","No",140,"Rarely","Never","Never","Never","Never","Sometimes","Rarely","Never","Rarely","Never","Never","Very frequently","Sometimes","Rarely","Never","Never",7,5,5,3,"Improve"
"99","8/28/2022 16:15:58",19,"YouTube Music",4,"Yes","No","No","Pop","Yes","No",156,"Rarely","Rarely","Rarely","Rarely","Never","Sometimes","Rarely","Rarely","Never","Never","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Sometimes",7,10,5,0,"Improve"
"100","8/28/2022 16:23:43",22,"Spotify",2,"Yes","Yes","No","Rock","Yes","Yes",98,"Sometimes","Never","Never","Rarely","Never","Sometimes","Sometimes","Never","Sometimes","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",8,6,0,0,"Improve"
